"","ID","state","attend_online","attend_meet","buttons_signs","donate","contact_congr","registered","party","vote","votechoice","ft_biden","ft_trump","ft_harris","ft_pence","ft_fauci","ft_scotus","ft_congress","ft_police","ft_science","ft_blm","limits_campaigns","limit_imports","immigration","refugees","act_ineq","hist_discrim","econ_mobility","tax_rich","aca","vaccines","reg_emissions","background_checks","freetrade","minwage"
"3136",315641,19,"Yes","No","No","No","No",NA,1,"Yes","Biden",100,0,100,0,100,40,40,85,100,100,"Favor",1,"Decreased a little","Favor","Favor a great deal","Disagree Somewhat","A great deal harder","Favor","Approve","Approve","Approve","Approve","Approve","Raised"
"3137",315696,32,"No","No","No","No","No",NA,1,"No",NA,50,0,0,15,50,15,85,0,70,100,"Favor",2,"Decreased a lot","Favor","Neutral","Agree Strongly","A little harder","Favor","Approve","Approve","Approve","Approve","Neutral","Raised"
"3138",315757,55,"No","No","No","No","No",NA,NA,"Yes","Trump",0,100,0,100,0,70,10,100,95,0,"Favor",1,"Decreased a little","Oppose","Oppose a great deal","Disagree Somewhat","A little harder","Neutral","Disapprove","Disapprove","Disapprove","Approve","Neutral","Same"
"3139",315764,13,"No","No","No","No","No",NA,NA,"Yes","Biden",100,0,85,50,100,70,85,100,85,85,"Favor",2,"Same","Neutral","Oppose a moderate amount","Agree somewhat","A little harder","Neutral","Approve","Approve","Approve","Approve","Neutral","Same"
"3140",315788,47,"No","No","No","No","No",NA,NA,"Yes","Trump",30,70,15,100,60,70,40,70,85,30,"Favor",2,"Same","Favor","Oppose a great deal","Agree somewhat","Same","Neutral","Disapprove","Approve","Disapprove","Approve","Approve","Same"
"3141",315801,40,"Yes","No","No","No","No",NA,2,"Yes","Trump",0,85,0,60,70,70,70,70,70,40,"Oppose",2,"Same","Oppose","Neutral","Neutral","A great deal harder","Favor","Disapprove","Approve","Neutral","Approve","Neutral","Same"
"3142",315870,45,"No","No","No","No","Yes",1,NA,"No",NA,40,0,40,0,50,40,50,70,100,60,"Favor",2,"Same","Favor","Favor a great deal","Agree somewhat","A great deal harder","Favor","Neutral","Neutral","Approve","Approve","Neutral","Raised"
"3143",315887,51,"No","No","No","No","No",NA,NA,"Yes","Biden",70,0,80,5,100,60,65,30,100,95,"Favor",2,"Same","Favor","Favor a moderate amount","Agree Strongly","A little harder","Favor","Approve","Approve","Approve","Approve","Neutral","Raised"
"3144",315917,39,"No","No","No","No","No",NA,NA,"Yes","Biden",100,0,85,15,100,60,50,85,100,50,"Favor",1,"Increased a litte","Favor","Favor a great deal","Agree somewhat","A great deal harder","Favor","Approve","Approve","Approve","Approve","Neutral","Raised"
"3145",315924,26,"No","No","No","Yes","No",NA,NA,"Yes","Biden",85,0,100,0,100,40,60,40,85,85,"Favor",1,"Same","Neutral","Favor a moderate amount","Agree somewhat","Moderately harder","Favor","Approve","Approve","Approve","Approve","Neutral","Raised"
"3146",315955,NA,"No","No","No","No","No",3,NA,"No",NA,50,0,50,15,NA,15,NA,0,40,100,"Neutral",2,"Increased a lot","Favor","Neutral","Agree Strongly","Moderately harder","Favor","Neutral","Neutral","Disapprove","Approve","Neutral","Raised"
"3147",315993,6,"No","No","No","No","No",NA,2,"Yes","Biden",60,0,0,50,70,70,15,50,85,0,"Neutral",2,"Same","Favor","Oppose a great deal","Agree Strongly","A little harder","Oppose","Neutral","Approve","Disapprove","Approve","Approve","Same"
"3148",316002,16,"No","No","No","No","No",NA,4,"Yes","Trump",45,55,20,50,45,50,40,100,100,5,"Favor",2,"Decreased a little","Oppose","Oppose a great deal","Neutral","Same","Neutral","Disapprove","Approve","Disapprove","Approve","Neutral","Same"
"3149",316019,39,"Yes","No","Yes","Yes","Yes",NA,NA,"Yes","Biden",86,0,90,0,90,30,50,75,86,90,"Favor",NA,"Increased a litte","Favor",NA,NA,NA,"Favor","Approve","Approve","Approve","Approve",NA,"Raised"
"3150",316040,NA,"No","No","No","No","No",3,NA,"No",NA,0,100,0,100,60,NA,NA,100,40,0,"Favor",1,"Decreased a lot","Oppose","Neutral","Disagree strongly","A great deal harder","Favor","Disapprove","Approve","Neutral","Approve","Neutral","Same"
"3151",316064,6,"No","No","No","No","No",NA,1,"Yes","Biden",90,0,90,0,85,60,50,70,90,60,"Favor",2,"Decreased a little","Favor","Favor a great deal","Agree somewhat","Moderately Easier","Favor","Approve","Approve","Approve","Approve","Approve","Raised"
"3152",316071,1,"No","No","No","No","No",NA,NA,"Yes","Biden",50,0,50,50,50,50,50,50,50,50,"Neutral",1,"Same","Neutral","Neutral","Neutral","Same","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Same"
"3153",316088,6,"No","No","No","No","No",1,4,"Yes","Biden",100,0,100,50,50,50,50,15,50,100,"Neutral",2,"Increased a lot","Neutral","Favor a great deal","Agree Strongly","A great deal harder","Favor","Approve","Approve","Approve","Approve","Neutral","Raised"
"3154",316095,17,"No","No","No","No","No",NA,NA,"Yes","Biden",85,0,85,15,100,85,30,85,100,50,"Favor",2,"Decreased a little","Favor","Favor a moderate amount","Agree Strongly","Moderately harder","Favor","Approve","Approve","Approve","Approve","Approve","Raised"
"3155",316187,12,"No","No","Yes","No","No",NA,1,"No",NA,0,0,50,50,50,100,60,40,40,100,"Favor",1,"Same","Neutral","Favor a moderate amount","Agree Strongly","Moderately harder","Neutral","Neutral","Disapprove","Disapprove","Neutral","Neutral","Lowered"
"3156",316224,37,"No","No","No","No","No",NA,4,"Yes","Biden",70,0,85,0,100,0,15,15,100,100,"Favor",2,"Increased a lot","Favor","Favor a great deal","Agree Strongly","A great deal harder","Favor","Approve","Approve","Approve","Approve","Neutral","Raised"
"3157",316248,12,"No","No","No","No","No",NA,1,"Yes","Biden",100,15,100,50,100,70,85,60,85,100,"Favor",1,"Increased a litte","Favor","Favor a great deal","Agree Strongly","Same","Oppose","Neutral","Neutral","Approve","Approve","Neutral","Raised"
"3158",316255,4,"No","No","No","No","No",NA,1,"Yes","Biden",60,30,60,30,50,50,50,50,70,60,"Neutral",1,"Decreased a little","Oppose","Oppose a moderate amount","Agree somewhat","Moderately harder","Favor","Neutral","Neutral","Neutral","Approve","Neutral","Lowered"
"3159",316262,48,"No","No","Yes","No","Yes",NA,NA,"Yes","Trump",15,85,0,100,15,70,30,85,70,15,"Favor",2,"Same","Neutral","Oppose a great deal","Disagree Somewhat","A great deal easier","Neutral","Disapprove","Approve","Neutral","Neutral","Approve","Eliminated"
"3160",316286,37,"No","No","No","No","No",NA,4,"Yes","Biden",85,0,100,0,100,70,60,85,85,85,"Favor",2,"Same","Favor","Favor a moderate amount","Agree Strongly","Moderately harder","Favor","Approve","Approve","Approve","Neutral","Neutral","Raised"
"3161",316330,37,"No","No","No","No","No",NA,4,"Yes","Trump",15,70,0,50,50,50,50,70,70,85,"Favor",2,"Same","Favor","Neutral","Agree Strongly","Same","Favor","Neutral","Neutral","Approve","Approve","Neutral","Raised"
"3162",316354,6,"Yes","No","No","Yes","No",NA,1,"Yes","Biden",100,0,100,0,100,40,70,85,100,85,"Favor",2,"Increased a lot","Favor","Favor a great deal","Agree Strongly","A little harder","Favor","Approve","Approve","Approve","Approve","Neutral","Raised"
"3163",316392,17,"Yes","No","No","Yes","Yes",NA,NA,"Yes","Biden",65,0,70,1,89,10,40,45,100,80,"Favor",2,"Increased a lot","Favor","Favor a great deal","Agree Strongly","A great deal harder","Favor","Approve","Approve","Approve","Approve","Neutral","Raised"
"3164",316446,26,"No","No","No","No","No",1,NA,"No",NA,80,0,50,50,50,15,50,NA,40,40,"Favor",1,"Decreased a lot","Neutral","Favor a great deal","Disagree strongly","A little harder","Favor","Neutral","Approve","Approve","Approve","Neutral","Raised"
"3165",316453,12,"No","No","No","No","No",NA,2,"Yes","Trump",15,85,0,100,30,85,40,85,60,0,"Favor",1,"Decreased a little","Oppose","Oppose a moderate amount","Disagree strongly","Same","Favor","Disapprove","Approve","Approve","Approve","Disapprove","Same"
"3166",316460,47,"No","No","No","No","No",NA,NA,"Yes","Biden",85,0,70,40,85,50,50,70,100,100,"Favor",1,"Increased a litte","Favor","Favor a moderate amount","Agree Strongly","Moderately harder","Favor","Approve","Approve","Approve","Approve","Approve","Raised"
"3167",316477,NA,"No","No","No","No","No",3,NA,"No",NA,70,0,70,NA,NA,85,70,50,100,100,"Favor",2,"Increased a litte","Favor","Favor a moderate amount","Disagree strongly","A great deal harder","Favor","Approve","Neutral","Approve","Approve","Neutral","Raised"
"3168",316507,25,"No","No","No","Yes","No",NA,4,"Yes","Biden",100,0,100,0,100,85,15,60,80,85,"Favor",2,"Increased a lot","Favor","Favor a great deal","Agree Strongly","A little harder","Favor","Approve","Approve","Approve","Approve","Approve","Raised"
"3169",316521,NA,"No","No","No","No","No",3,NA,"No",NA,100,0,100,15,50,0,50,70,85,85,"Neutral",1,"Same","Favor","Favor a moderate amount","Neutral","Same","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Raised"
"3170",316576,8,"No","No","Yes","Yes","Yes",NA,1,"Yes","Biden",100,0,100,15,100,70,60,80,90,90,"Favor",2,"Increased a litte","Favor","Favor a great deal","Agree Strongly","A little harder","Favor","Approve","Approve","Approve","Approve","Approve","Raised"
"3171",316590,6,"No","No","No","No","No",NA,1,"Yes","Biden",70,15,70,15,85,60,30,40,100,70,"Favor",1,"Same","Favor","Favor a great deal","Agree Strongly","Same","Favor","Approve","Approve","Approve","Approve","Disapprove","Raised"
"3172",316644,54,"No","No","No","No","No",NA,2,"Yes","Trump",0,100,0,100,50,85,40,NA,60,0,"Favor",1,"Decreased a lot","Oppose","Oppose a moderate amount","Disagree strongly","A great deal easier","Oppose","Disapprove","Approve","Disapprove","Approve","Disapprove","Raised"
"3173",316682,9,"No","No","No","No","No",NA,1,"Yes","Biden",85,0,100,0,85,50,50,40,60,100,"Neutral",NA,"Increased a litte","Favor","Favor a moderate amount","Agree Strongly","Same","Favor","Approve","Approve","Approve","Approve","Neutral","Raised"
"3174",316699,26,"No","No","Yes","No","No",NA,NA,NA,NA,15,60,0,85,60,50,60,85,85,0,"Favor",1,"Decreased a little","Favor","Favor a little","Disagree strongly","A great deal harder","Favor","Disapprove","Approve","Approve","Approve","Neutral","Raised"
"3175",316705,5,"No","No","No","No","No",NA,4,"No",NA,100,0,85,50,60,85,70,50,70,100,"Favor",2,"Same","Neutral","Neutral","Agree Strongly","Same","Favor","Approve","Approve","Neutral","Approve","Neutral","Raised"
"3176",316729,36,"No","No","No","No","Yes",NA,1,"Yes","Biden",90,0,85,10,95,60,75,80,85,40,"Favor",1,"Increased a litte","Favor","Neutral","Agree somewhat","A great deal harder","Favor","Approve","Approve","Disapprove","Approve","Neutral","Raised"
"3177",316736,6,"Yes","No","No","Yes","Yes",NA,1,NA,NA,80,0,85,5,90,60,50,50,100,85,"Favor",2,"Increased a litte","Favor","Favor a moderate amount","Agree Strongly","A great deal harder","Favor","Approve","Approve","Approve","Approve","Approve","Raised"
"3178",316750,18,"No","No","No","No","Yes",NA,NA,"Yes","Biden",100,0,100,0,100,40,30,85,85,85,"Favor",2,"Same","Oppose","Favor a great deal","Disagree Somewhat","A great deal harder","Favor","Approve","Approve","Approve","Approve","Neutral","Raised"
"3179",316767,6,"No","No","No","No","No",NA,4,"Yes","Biden",85,0,85,0,40,50,50,40,60,85,"Favor",2,"Increased a litte","Favor","Favor a great deal","Agree somewhat","A great deal harder","Favor","Approve","Approve","Approve","Approve","Neutral","Raised"
"3180",316774,37,"No","No","No","No","No",NA,4,"Yes","Biden",85,0,90,10,100,40,40,40,100,85,"Favor",1,"Decreased a little","Favor","Favor a great deal","Disagree Somewhat","Moderately harder","Favor","Approve","Approve","Approve","Approve","Approve","Raised"
"3181",316828,6,"No","No","Yes","Yes","No",NA,1,"Yes","Biden",90,0,100,0,100,30,65,60,100,100,"Favor",2,"Same","Favor","Favor a moderate amount","Agree Strongly","A great deal harder","Favor","Approve","Approve","Approve","Approve","Approve","Raised"
"3182",316835,9,"No","No","No","No","No",NA,1,"No",NA,48,1,12,0,70,50,50,30,89,90,"Neutral",2,"Increased a lot","Favor","Favor a great deal","Agree Strongly","A great deal harder","Favor","Neutral","Approve","Approve","Approve","Neutral","Raised"
"3183",316873,8,"No","No","No","No","No",NA,2,"Yes","Trump",50,70,50,85,85,60,60,100,70,50,"Favor",1,"Decreased a little","Neutral","Neutral","Neutral","A great deal harder","Favor","Neutral","Approve","Approve","Approve","Neutral","Lowered"
"3184",316880,39,"No","No","No","No","No",NA,NA,"Yes","Trump",0,100,0,60,60,70,75,100,100,0,"Neutral",1,"Same","Favor","Neutral","Neutral","A great deal harder","Favor","Neutral","Neutral","Neutral","Approve","Neutral","Same"
"3185",316897,34,"No","No","No","No","No",NA,1,"Yes","Trump",40,70,15,80,60,50,40,100,70,15,"Favor",1,"Decreased a lot","Neutral","Oppose a great deal","Agree somewhat","A great deal harder","Favor","Approve","Approve","Neutral","Approve","Approve","Raised"
"3186",316903,34,"No","No","No","No","No",NA,4,NA,NA,50,15,50,50,85,50,50,50,70,70,"Neutral",1,"Same","Favor","Neutral","Neutral","A great deal harder","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Same"
"3187",316958,55,"No","No","No","No","No",NA,NA,"Yes","Trump",NA,40,0,85,60,70,60,85,50,0,"Favor",1,"Same","Oppose","Oppose a great deal","Disagree strongly","Moderately harder","Oppose","Disapprove","Approve","Neutral","Approve","Disapprove","Same"
"3188",316989,24,"Yes","No","Yes","Yes","No",NA,1,"Yes","Biden",90,15,85,10,95,50,20,75,75,90,"Favor",2,"Same","Favor","Neutral","Agree somewhat","A great deal easier","Favor","Approve","Approve","Approve","Approve","Approve","Raised"
"3189",317012,34,"Yes","No","No","Yes","Yes",NA,1,"Yes","Biden",85,0,85,15,100,30,NA,70,100,60,"Favor",1,"Increased a litte","Favor","Favor a great deal","Agree somewhat","Same","Favor","Approve","Approve","Approve","Approve","Neutral","Raised"
"3190",317029,32,"No","No","Yes","Yes","Yes",NA,1,"Yes","Biden",100,0,NA,15,100,60,70,70,NA,85,"Favor",2,"Decreased a little","Favor","Neutral","Agree somewhat","A great deal harder","Favor","Approve","Approve","Approve","Approve","Approve","Raised"
"3191",317036,45,"No","No","No","No","No",NA,NA,"No",NA,85,0,86,50,70,85,60,70,86,50,"Favor",1,"Decreased a little","Oppose","Neutral","Neutral","A little harder","Favor","Neutral","Neutral","Neutral","Approve","Neutral","Same"
"3192",317043,55,"No","No","No","No","Yes",NA,NA,NA,NA,60,40,80,50,90,50,50,90,60,50,"Favor",1,"Decreased a lot","Neutral","Neutral","Disagree strongly","Same","Neutral","Disapprove","Approve","Approve","Approve","Neutral","Same"
"3193",317128,23,"No","No","No","No","No",NA,2,"Yes","Trump",0,100,50,100,70,85,30,100,85,0,"Favor",1,"Decreased a lot","Favor","Favor a great deal","Disagree strongly","A great deal harder","Favor","Disapprove","Approve","Approve","Approve","Disapprove","Same"
"3194",317166,17,"No","No","Yes","No","No",NA,NA,"Yes","Biden",100,0,100,0,85,15,70,70,100,85,"Favor",2,"Increased a litte","Favor","Favor a great deal","Agree Strongly","Moderately Easier","Favor","Approve","Approve","Approve","Approve","Approve","Raised"
"3195",317197,47,"No","No","Yes","No","No",NA,NA,"Yes","Trump",0,100,0,100,50,100,100,100,60,0,"Neutral",1,"Same","Neutral","Oppose a great deal","Disagree strongly","Same","Oppose","Disapprove","Disapprove","Disapprove","Approve","Approve","Raised"
"3196",317227,47,"No","No","No","No","No",NA,NA,"Yes","Trump",15,85,0,100,100,100,15,100,100,0,"Favor",1,"Same","Favor","Oppose a great deal","Agree Strongly","A great deal harder","Neutral","Disapprove","Neutral","Disapprove","Approve","Approve","Raised"
"3197",317234,19,"No","No","No","No","No",NA,1,"Yes","Biden",85,0,85,0,100,65,30,85,90,75,"Favor",1,"Decreased a little","Favor","Favor a great deal","Agree somewhat","A little harder","Favor","Approve","Approve","Approve","Approve","Approve","Raised"
"3198",317357,48,"No","No","No","Yes","Yes",NA,NA,"Yes","Biden",100,0,100,15,50,60,0,0,100,100,"Favor",1,"Decreased a little","Oppose","Oppose a great deal","Agree Strongly","Same","Favor","Approve","Approve","Neutral","Approve","Disapprove","Raised"
"3199",317371,4,"No","No","No","Yes","No",NA,2,"Yes","Trump",15,100,0,85,60,85,0,85,50,0,"Favor",1,"Same","Neutral","Oppose a great deal","Disagree strongly","Moderately Easier","Oppose","Disapprove","Approve","Disapprove","Disapprove","Approve","Raised"
"3200",317418,48,"No","No","No","No","No",NA,NA,NA,NA,50,60,50,60,100,60,60,70,85,50,"Favor",1,"Same","Neutral","Neutral","Neutral","A great deal harder","Favor","Disapprove","Approve","Approve","Approve","Neutral","Same"
"3201",317449,41,"No","No","No","No","Yes",NA,1,NA,NA,60,0,100,0,85,30,40,40,100,85,"Favor",2,"Increased a litte","Favor","Favor a great deal","Agree Strongly","A great deal harder","Favor","Approve","Approve","Approve","Approve","Approve","Raised"
"3202",317470,12,"No","No","No","No","No",NA,4,"Yes","Trump",0,85,0,85,85,70,40,100,85,15,"Favor",1,"Same","Neutral","Oppose a moderate amount","Disagree Somewhat","Same","Oppose","Disapprove","Approve","Neutral","Approve","Neutral","Same"
"3203",317555,29,"No","No","No","No","No",NA,NA,"Yes","Biden",70,0,70,40,70,60,40,60,100,100,"Favor",2,"Same","Favor","Favor a great deal","Agree Strongly","Little easier","Favor","Neutral","Approve","Approve","Approve","Approve","Raised"
"3204",317586,17,"No","No","No","No","Yes",NA,NA,"Yes","Biden",90,0,90,20,90,60,30,40,80,70,"Favor",2,"Same","Favor","Favor a great deal","Agree somewhat","Same","Favor","Approve","Approve","Approve","Approve","Approve","Same"
"3205",317630,21,"No","No","No","No","No",NA,1,"Yes","Biden",100,0,100,0,60,50,50,60,70,100,"Favor",2,"Same","Neutral","Neutral","Neutral","A great deal harder","Neutral","Disapprove","Approve","Disapprove","Approve","Neutral","Raised"
"3206",317692,13,"Yes","Yes","Yes","Yes","Yes",NA,NA,"Yes","Trump",0,100,0,100,10,70,70,100,85,0,"Favor",1,"Same","Oppose","Oppose a great deal","Disagree strongly","Moderately Easier","Oppose","Disapprove","Approve","Disapprove","Disapprove","Approve","Same"
"3207",317708,17,"No","No","No","No","No",NA,NA,"Yes","Trump",0,85,0,50,40,50,50,100,70,30,"Favor",1,"Decreased a lot","Neutral","Neutral","Disagree strongly","Moderately harder","Neutral","Disapprove","Approve","Disapprove","Approve","Neutral","Same"
"3208",317715,17,"No","No","No","No","No",NA,NA,"Yes","Biden",100,0,100,0,95,60,50,85,99,85,"Favor",1,"Same","Neutral","Neutral","Agree somewhat","A great deal harder","Favor","Approve","Approve","Approve","Neutral","Approve","Same"
"3209",317821,37,"No","No","No","No","No",NA,4,"Yes","Trump",0,100,0,100,0,0,0,100,60,0,"Favor",1,"Same","Neutral","Neutral","Disagree strongly","Moderately harder","Oppose","Disapprove","Approve","Disapprove","Approve","Disapprove","Same"
"3210",317845,NA,"No","No","No","No","No",3,NA,"No",NA,70,0,60,0,70,30,50,50,100,60,"Oppose",2,"Same","Favor","Favor a moderate amount","Agree somewhat","Moderately harder","Favor","Approve","Approve","Approve","Approve","Neutral","Raised"
"3211",317869,12,"No","No","No","No","No",NA,4,"Yes","Trump",15,95,0,100,40,75,30,85,75,10,"Favor",1,"Decreased a little","Oppose","Favor a moderate amount","Disagree Somewhat","Same","Neutral","Disapprove","Disapprove","Neutral","Approve","Approve","Same"
"3212",317890,48,"No","No","No","No","No",NA,NA,"Yes","Trump",15,88,10,70,30,60,30,90,50,65,"Favor",1,"Same","Favor","Favor a great deal","Disagree Somewhat","A great deal harder","Favor","Disapprove","Approve","Approve","Approve","Approve","Lowered"
"3213",317906,1,"No","No","No","No","No",NA,NA,"No",NA,15,85,50,85,50,75,6,50,100,0,"Favor",1,"Increased a lot","Neutral","Favor a moderate amount","Agree Strongly","A great deal harder","Favor","Approve","Approve","Disapprove","Disapprove","Approve","Raised"
"3214",317968,55,"No","No","No","No","No",NA,NA,"Yes","Trump",0,100,0,100,60,70,50,100,60,0,"Neutral",1,"Decreased a lot","Oppose","Oppose a great deal","Disagree strongly","A great deal easier","Oppose","Disapprove","Neutral","Neutral","Disapprove","Neutral","Same"
"3215",318053,30,"No","No","No","Yes","No",NA,NA,"Yes","Biden",70,15,30,60,85,85,30,85,85,70,"Neutral",2,"Increased a litte","Favor","Neutral","Agree somewhat","A great deal harder","Neutral","Neutral","Approve","Neutral","Approve","Approve","Same"
"3216",318121,37,"No","No","No","No","No",NA,4,"Yes","Trump",60,60,15,70,70,65,60,75,70,35,"Favor",2,"Increased a litte","Favor","Favor a moderate amount","Agree somewhat","Moderately Easier","Favor","Neutral","Approve","Approve","Approve","Approve","Raised"
"3217",318138,34,"No","No","No","No","Yes",NA,4,"Yes",NA,50,40,50,50,85,50,40,70,85,40,"Neutral",NA,"Decreased a lot","Neutral","Neutral","Disagree Somewhat","A great deal harder","Neutral","Disapprove","Approve","Neutral","Approve","Neutral","Same"
"3218",318145,NA,"No","No","No","No","No",3,NA,"No",NA,30,85,30,50,70,50,50,100,85,0,"Neutral",2,"Same","Favor","Oppose a great deal","Disagree strongly","Same","Oppose","Disapprove","Disapprove","Disapprove","Approve","Neutral","Same"
"3219",318169,NA,"No","No","No","No","No",3,NA,"No",NA,60,30,50,NA,NA,50,40,70,50,70,"Favor",2,"Same","Neutral","Neutral","Agree Strongly","A great deal harder","Favor","Approve","Approve","Neutral","Neutral","Disapprove","Raised"
"3220",318206,42,"No","No","No","No","No",NA,1,"Yes","Biden",85,0,85,15,85,30,30,40,100,85,"Neutral",2,"Increased a litte","Favor","Neutral","Agree Strongly","Moderately harder","Favor","Approve","Approve","Approve","Approve","Approve","Raised"
"3221",318275,8,"No","No","No","No","Yes",NA,1,"Yes","Biden",85,0,95,0,100,70,60,85,99,75,"Favor",2,"Decreased a lot","Neutral","Neutral","Agree Strongly","A great deal harder","Favor","Approve","Approve","Approve","Approve","Approve","Raised"
"3222",318299,NA,"No","No","No","No","No",3,NA,"No",NA,60,0,50,50,50,50,50,50,50,50,"Oppose",1,"Same","Neutral","Favor a moderate amount","Neutral","Same","Favor","Approve","Approve","Neutral","Approve","Neutral","Raised"
"3223",318329,29,"No","No","No","No","No",NA,NA,"Yes","Biden",70,0,85,15,100,30,60,85,70,15,"Favor",1,"Same","Favor","Favor a great deal","Disagree strongly","Moderately harder","Favor","Approve","Neutral","Approve","Approve","Approve","Raised"
"3224",318336,6,"No","No","No","No","No",NA,1,"Yes","Biden",85,0,70,15,100,60,70,70,70,70,"Favor",1,"Same","Favor","Favor a moderate amount","Agree somewhat","Moderately harder","Favor","Approve","Approve","Approve","Approve","Neutral","Raised"
"3225",318343,53,"Yes","No","Yes","Yes","No",NA,NA,"Yes","Biden",85,0,85,0,85,60,50,60,85,60,"Favor",NA,"Decreased a little","Neutral","Favor a great deal","Agree somewhat","Moderately harder","Favor","Approve","Approve","Approve","Approve","Approve","Raised"
"3226",318503,18,"No","No","No","No","No",NA,NA,"Yes","Biden",40,30,40,30,70,50,30,50,85,50,"Favor",2,"Same","Favor","Favor a moderate amount","Neutral","Moderately harder","Favor","Neutral","Approve","Approve","Approve","Neutral","Raised"
"3227",318527,25,"No","No","No","No","No",NA,1,"Yes","Biden",75,5,80,10,85,55,55,60,100,90,"Favor",1,"Increased a lot","Favor","Favor a moderate amount","Agree Strongly","A great deal harder","Favor","Approve","Approve","Approve","Approve","Neutral","Raised"
"3228",318657,12,"No","No","No","No","Yes",NA,1,NA,NA,70,0,100,0,100,50,50,50,100,100,"Oppose",2,"Increased a lot","Favor","Favor a great deal","Agree Strongly","A great deal harder","Favor","Approve","Approve","Approve","Approve","Approve","Raised"
"3229",318688,39,"Yes","No","Yes","Yes","Yes",NA,NA,"Yes","Biden",85,1,95,10,95,40,50,75,95,75,"Favor",2,"Increased a lot","Favor","Favor a little","Agree somewhat","Moderately harder","Favor","Approve","Approve","Approve","Approve","Approve","Raised"
"3230",318718,45,"No","No","No","No","No",NA,NA,"Yes","Trump",30,50,50,NA,50,50,50,60,50,30,"Neutral",1,"Decreased a little","Oppose","Neutral","Agree somewhat","Moderately Easier","Favor","Approve","Approve","Neutral","Approve","Disapprove","Same"
"3231",318756,48,"Yes","No","No","No","No",NA,NA,"Yes","Biden",100,0,100,0,50,70,70,70,85,NA,"Favor",1,"Same","Favor","Favor a great deal","Agree somewhat","Moderately harder","Favor","Approve","Approve","Approve","Approve","Neutral","Raised"
"3232",318763,27,"No","No","Yes","No","No",NA,NA,"Yes","Trump",15,85,NA,100,60,85,50,100,70,0,"Favor",1,"Same","Oppose","Neutral","Agree somewhat","Moderately Easier","Oppose","Disapprove","Approve","Disapprove","Neutral","Neutral","Lowered"
"3233",318848,NA,"No","No","No","No","No",3,NA,"No",NA,70,0,85,0,50,60,30,0,100,100,"Oppose",2,"Increased a litte","Favor","Favor a moderate amount","Neutral","Moderately Easier","Favor","Approve","Neutral","Disapprove","Approve","Neutral","Raised"
"3234",318855,26,"No","No","No","No","No",NA,NA,"No",NA,15,70,50,70,50,50,50,70,50,70,"Neutral",1,"Increased a litte","Neutral","Neutral","Disagree strongly","Moderately harder","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Raised"
"3235",318862,1,"No","No","No","No","No",NA,NA,"Yes","Biden",85,0,85,0,85,60,50,85,85,85,"Neutral",1,"Decreased a little","Favor","Favor a great deal","Agree Strongly","Same","Favor","Neutral","Approve","Approve","Approve","Neutral","Raised"
"3236",318909,45,"No","No","No","No","No",1,NA,"Yes","Trump",0,100,0,100,0,85,100,100,100,0,"Oppose",1,"Same","Favor","Neutral","Disagree strongly","A great deal harder","Neutral","Neutral","Disapprove","Neutral","Approve","Approve","Raised"
"3237",318916,22,"No","Yes","Yes","Yes","No",NA,2,"Yes","Trump",30,70,0,85,40,85,50,100,85,10,"Neutral",1,"Same","Neutral","Neutral","Disagree strongly","Same","Neutral","Disapprove","Approve","Disapprove","Approve","Approve","Same"
"3238",318923,NA,"No","No","No","No","No",3,NA,"No",NA,70,60,60,50,70,60,60,60,70,70,"Neutral",1,"Increased a litte","Favor","Neutral","Neutral","Same","Favor","Approve","Approve","Neutral","Approve","Neutral","Raised"
"3239",318954,1,"No","No","No","No","No",NA,NA,"Yes","Trump",0,60,0,70,60,50,50,85,70,40,"Favor",2,"Decreased a lot","Neutral","Oppose a great deal","Disagree strongly","A great deal easier","Neutral","Disapprove","Approve","Neutral","Approve","Neutral","Eliminated"
"3240",319001,NA,"No","No","No","No","No",3,NA,"No",NA,100,NA,100,0,100,100,50,70,100,100,"Neutral",2,"Increased a lot","Favor","Favor a great deal","Agree Strongly","A great deal easier","Favor","Approve","Approve","Approve","Approve","Approve","Raised"
"3241",319025,36,"No","No","No","Yes","No",NA,1,"Yes","Biden",100,0,70,30,100,60,50,70,70,85,"Favor",1,"Same","Favor","Favor a moderate amount","Agree somewhat","A great deal harder","Favor","Approve","Approve","Approve","Approve","Approve","Raised"
"3242",319063,51,"No","No","Yes","Yes","Yes",NA,NA,"Yes","Trump",0,100,0,100,60,70,50,100,100,0,"Favor",1,"Decreased a lot","Neutral","Oppose a moderate amount","Disagree strongly","A great deal easier","Oppose","Disapprove","Approve","Disapprove","Approve","Approve","Raised"
"3243",319070,35,"No","No","No","Yes","No",NA,1,"Yes","Biden",70,0,100,0,100,85,70,80,100,60,"Favor",2,"Increased a litte","Favor","Neutral","Disagree Somewhat","A great deal easier","Favor","Approve","Approve","Approve","Approve","Approve","Same"
"3244",319124,5,"No","No","No","No","Yes",NA,1,"Yes","Biden",85,0,85,50,100,30,50,70,85,85,"Favor",2,"Same","Neutral","Favor a moderate amount","Agree somewhat","A little harder","Favor","Approve","Approve","Approve","Approve","Neutral","Raised"
