"","ID","state","attend_online","attend_meet","buttons_signs","donate","contact_congr","registered","party","vote","votechoice","ft_biden","ft_trump","ft_harris","ft_pence","ft_fauci","ft_scotus","ft_congress","ft_police","ft_science","ft_blm","limits_campaigns","limit_imports","immigration","refugees","act_ineq","hist_discrim","econ_mobility","tax_rich","aca","vaccines","reg_emissions","background_checks","freetrade","minwage"
"1",200015,40,"No","No","No","No","No",NA,2,"No",NA,0,100,0,85,50,100,40,85,100,0,"Favor",1,"Decreased a little","Neutral","Favor a great deal","Agree Strongly","A great deal easier","Oppose","Disapprove","Neutral","Neutral","Disapprove","Approve","Same"
"2",200022,16,"Yes","Yes","No","No","No",NA,4,"Yes","Other",15,15,0,0,50,50,15,90,70,70,"Favor",2,"Same","Neutral","Neutral","Disagree Somewhat","A great deal harder","Favor","Disapprove","Neutral","Neutral","Neutral","Neutral","Raised"
"3",200039,51,"No","No","Yes","Yes","Yes",NA,NA,"Yes","Biden",85,0,80,0,100,25,0,40,100,80,"Favor",2,"Increased a lot","Favor","Favor a moderate amount","Agree Strongly","A little harder","Favor","Approve","Approve","Approve","Approve","Neutral","Raised"
"4",200046,6,"No","No","No","No","No",NA,2,"Yes","Biden",100,60,85,50,100,85,100,100,85,50,"Favor",1,"Same","Oppose","Favor a moderate amount","Disagree Somewhat","A great deal harder","Favor","Approve","Approve","Approve","Approve","Approve","Same"
"5",200053,8,"No","No","No","No","No",NA,4,"Yes","Trump",0,90,0,95,0,60,10,70,60,0,"Favor",1,"Decreased a lot","Favor","Neutral","Agree somewhat","A great deal harder","Neutral","Neutral","Disapprove","Disapprove","Approve","Disapprove","Eliminated"
"6",200060,48,"No","No","No","Yes","No",NA,NA,"Yes","Biden",100,0,85,15,85,60,85,70,85,70,"Favor",1,"Same","Favor","Neutral","Agree somewhat","Same","Favor","Approve","Approve","Approve","Approve","Neutral","Raised"
"7",200084,55,"No","No","Yes","No","No",NA,NA,"Yes","Trump",0,70,0,70,0,70,50,60,85,0,"Favor",1,"Decreased a little","Neutral","Neutral","Disagree strongly","A little harder","Favor","Disapprove","Approve","Approve","Approve","Approve","Raised"
"8",200091,28,"No","No","No","No","No",1,NA,"No",NA,50,0,NA,70,NA,50,50,100,NA,NA,"Neutral",2,"Decreased a lot","Favor","Neutral","Disagree strongly","A great deal harder","Favor","Neutral","Approve","Neutral","Approve","Neutral","Raised"
"9",200107,4,"No","No","No","No","No",NA,4,NA,NA,85,0,85,0,30,50,50,60,60,60,"Neutral",2,"Decreased a lot","Oppose","Neutral","Neutral","A great deal harder","Oppose","Disapprove","Approve","Neutral","Approve","Neutral","Raised"
"10",200114,6,"No","No","Yes","No","No",NA,4,"Yes","Biden",70,30,70,50,50,50,40,70,50,50,"Neutral",2,"Increased a litte","Oppose","Neutral","Agree somewhat","A great deal harder","Neutral","Approve","Approve","Neutral","Approve","Neutral","Raised"
"11",200121,24,"No","No","No","No","No",NA,1,"Yes","Biden",100,0,80,0,85,40,50,50,85,0,"Neutral",2,"Decreased a little","Favor","Neutral","Agree somewhat","A little harder","Neutral","Approve","Approve","Disapprove","Approve","Neutral","Same"
"12",200138,55,"No","No","No","No","No",NA,NA,"Yes","Biden",70,0,70,50,70,50,50,70,100,50,"Favor",1,"Decreased a little","Neutral","Oppose a moderate amount","Agree somewhat","Little easier","Neutral","Approve","Approve","Approve","Approve","Neutral","Same"
"13",200152,41,"No","No","No","No","No",1,2,"Yes","Trump",0,100,0,0,50,0,0,50,70,0,"Neutral",1,"Decreased a lot","Oppose","Neutral","Neutral","A little harder","Oppose","Neutral","Neutral","Neutral","Approve","Neutral","Same"
"14",200169,51,"No","No","No","No","Yes",NA,NA,NA,NA,85,0,85,0,85,30,40,0,70,100,"Favor",1,"Increased a lot","Favor","Favor a little","Agree somewhat","A great deal easier","Favor","Approve","Neutral","Approve","Approve","Neutral","Raised"
"15",200176,37,"No","No","No","No","No",2,1,"No",NA,70,40,85,60,60,60,60,60,70,70,"Favor",1,"Same","Neutral","Oppose a moderate amount","Disagree strongly","A great deal easier","Favor","Approve","Approve","Neutral","Approve","Disapprove","Raised"
"16",200183,16,"No","No","No","No","No",1,2,"No",NA,0,100,0,100,30,60,40,85,70,0,"Neutral",1,"Decreased a lot","Neutral","Neutral","Disagree strongly","A great deal harder","Favor","Disapprove","Approve","Neutral","Disapprove","Neutral","Raised"
"17",200190,25,"No","No","No","No","No",NA,4,"Yes","Biden",60,0,70,30,80,40,40,70,80,70,"Favor",1,"Same","Favor","Favor a great deal","Agree somewhat","Moderately harder","Favor","Approve","Approve","Approve","Approve","Neutral","Raised"
"18",200206,33,"No","No","No","No","No",NA,1,NA,NA,85,0,70,15,100,70,60,85,85,85,"Favor",1,"Increased a litte","Favor","Favor a great deal","Agree somewhat","A little harder","Favor","Approve","Approve","Approve","Approve","Approve","Raised"
"19",200220,32,"No","No","No","No","No",NA,5,"Yes","Biden",85,15,70,15,100,70,40,70,85,60,"Favor",2,"Increased a litte","Neutral","Favor a moderate amount","Agree somewhat","Moderately harder","Favor","Approve","Approve","Approve","Approve","Approve","Raised"
"20",200244,55,"No","No","No","No","No",NA,NA,"Yes","Biden",85,0,85,50,90,90,50,85,100,70,"Favor",1,"Same","Neutral","Neutral","Agree somewhat","A great deal harder","Favor","Approve","Approve","Approve","Approve","Neutral","Raised"
"21",200268,42,"No","No","Yes","No","No",NA,2,"No",NA,0,95,0,100,10,80,60,100,80,0,"Favor",1,"Decreased a little","Oppose","Oppose a great deal","Neutral","Moderately harder","Oppose","Disapprove","Disapprove","Approve","Approve","Approve","Same"
"22",200275,6,"No","No","No","No","No",NA,1,"Yes","Biden",80,0,90,15,30,40,70,60,NA,100,"Favor",1,"Increased a litte","Favor","Favor a great deal","Agree Strongly","A great deal harder","Favor","Approve","Neutral","Approve","Approve","Approve","Raised"
"23",200282,36,"Yes","No","Yes","Yes","Yes",NA,1,"Yes","Biden",70,0,70,0,85,25,15,15,80,50,"Favor",2,"Increased a lot","Favor","Favor a great deal","Agree somewhat","A great deal harder","Favor","Approve","Approve","Approve","Approve","Neutral","Raised"
"24",200305,4,"No","No","No","No","No",NA,4,"Yes",NA,50,50,50,50,50,50,50,50,50,50,"Neutral",2,"Same","Neutral","Neutral","Neutral","Same","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Same"
"25",200312,NA,"No","No","No","No","No",3,NA,"No",NA,50,0,70,50,50,70,50,70,70,50,"Neutral",1,"Increased a lot","Favor","Favor a great deal","Agree somewhat","A great deal harder","Favor","Disapprove","Approve","Approve","Approve","Approve","Raised"
"26",200329,13,"No","No","No","No","No",NA,NA,"Yes","Biden",85,0,85,10,75,60,60,65,75,75,"Favor",2,"Increased a litte","Neutral","Favor a moderate amount","Agree somewhat","A great deal harder","Favor","Approve","Approve","Approve","Approve","Approve","Raised"
"27",200343,37,"No","No","No","No","No",NA,1,"Yes","Trump",15,85,0,100,85,85,70,85,85,100,"Neutral",1,"Same","Favor","Neutral","Neutral","A great deal harder","Favor","Neutral","Approve","Approve","Approve","Neutral","Raised"
"28",200374,51,"No","No","No","No","No",NA,NA,"Yes","Trump",30,50,40,60,50,50,15,60,60,50,"Neutral",1,"Same","Neutral","Neutral","Agree somewhat","Moderately harder","Favor","Neutral","Approve","Approve","Approve","Approve","Raised"
"29",200381,36,"No","No","No","Yes","Yes",NA,2,"Yes","Biden",75,0,85,15,100,40,70,70,90,90,"Favor",2,"Increased a litte","Favor","Favor a great deal","Agree Strongly","A great deal harder","Favor","Approve","Approve","Approve","Approve","Approve","Raised"
"30",200404,4,"No","No","No","No","No",NA,1,"Yes","Biden",85,0,50,50,50,50,70,40,70,85,"Neutral",2,"Decreased a little","Favor","Oppose a moderate amount","Disagree Somewhat","A little harder","Favor","Disapprove","Approve","Neutral","Approve","Neutral","Lowered"
"31",200411,15,"No","No","No","No","No",NA,NA,"No",NA,15,NA,50,50,40,15,0,50,15,0,"Neutral",2,"Increased a litte","Oppose","Neutral","Agree somewhat","A little harder","Oppose","Neutral","Neutral","Neutral","Neutral","Neutral","Same"
"32",200435,NA,"No","No","No","No","No",3,NA,"No",NA,0,0,0,0,0,0,0,15,50,50,"Favor",2,"Same","Neutral","Neutral","Neutral","A great deal easier","Oppose","Disapprove","Disapprove","Disapprove","Neutral","Approve","Eliminated"
"33",200442,16,"No","No","No","No","Yes",NA,1,"Yes","Biden",100,0,85,0,70,15,40,70,85,60,"Favor",1,"Decreased a little","Favor","Favor a moderate amount","Agree somewhat","A great deal harder","Favor","Approve","Approve","Approve","Approve","Approve","Raised"
"34",200459,55,"Yes","No","No","Yes","Yes",NA,NA,"Yes","Trump",NA,100,0,100,15,70,30,100,50,0,"Favor",1,"Same","Oppose","Oppose a great deal","Disagree Somewhat","Same","Neutral","Disapprove","Approve","Disapprove","Disapprove","Approve","Same"
"35",200466,36,"No","No","No","No","No",NA,4,"Yes","Biden",100,0,90,15,100,60,40,70,100,70,"Favor",2,"Increased a lot","Favor","Favor a moderate amount","Agree Strongly","A great deal harder","Favor","Approve","Approve","Approve","Approve","Approve","Raised"
"36",200473,48,"No","No","No","No","No",NA,NA,"Yes","Trump",30,85,0,100,50,70,50,70,85,50,"Neutral",2,"Same","Favor","Oppose a great deal","Disagree Somewhat","Moderately harder","Oppose","Disapprove","Approve","Approve","Approve","Approve","Same"
"37",200480,17,"No","No","No","No","No",NA,NA,"Yes","Biden",100,40,85,50,50,85,70,85,85,70,"Oppose",1,"Increased a litte","Neutral","Neutral","Neutral","A little harder","Favor","Approve","Approve","Neutral","Approve","Neutral","Raised"
"38",200497,39,"No","No","No","No","No",NA,NA,"Yes","Biden",60,0,65,20,70,60,10,10,100,100,"Favor",2,"Increased a litte","Favor","Favor a great deal","Agree Strongly","A little harder","Favor","Approve","Disapprove","Approve","Approve","Approve","Raised"
"39",200503,5,"Yes","No","Yes","Yes","No",NA,1,"Yes","Biden",100,0,100,0,100,50,60,15,100,85,"Favor",2,"Increased a litte","Favor","Oppose a moderate amount","Agree Strongly","A little harder","Favor","Approve","Approve","Approve","Approve","Approve","Raised"
"40",200510,13,"No","No","No","No","No",NA,NA,"Yes","Trump",15,100,0,85,60,70,15,70,70,0,"Neutral",2,"Same","Neutral","Oppose a great deal","Neutral","Moderately Easier","Oppose","Disapprove","Approve","Disapprove","Neutral","Approve","Same"
"41",200527,48,"No","No","No","No","No",NA,NA,"Yes","Trump",15,70,30,85,50,50,40,85,50,40,"Favor",1,"Same","Favor","Oppose a great deal","Agree somewhat","Moderately Easier","Neutral","Disapprove","Approve","Neutral","Approve","Neutral","Same"
"42",200534,42,"Yes","No","No","No","No",NA,1,"Yes","Biden",100,10,100,25,50,55,55,65,65,90,"Neutral",2,"Increased a lot","Favor","Neutral","Neutral","Moderately harder","Neutral","Approve","Approve","Neutral","Approve","Neutral","Raised"
"43",200541,35,"No","No","No","No","No",NA,2,"Yes","Trump",0,100,0,100,4,75,0,100,100,0,"Oppose",1,"Decreased a lot","Oppose","Oppose a great deal","Disagree strongly","Same","Oppose","Disapprove","Approve","Disapprove","Approve","Approve","Same"
"44",200558,20,"No","No","Yes","Yes","Yes",NA,2,"Yes","Trump",0,100,0,100,0,70,70,100,40,0,"Favor",1,"Increased a lot","Oppose","Oppose a great deal","Disagree strongly","Same","Oppose","Disapprove","Approve","Disapprove","Approve","Neutral","Same"
"45",200565,6,"No","No","No","No","Yes",NA,4,"Yes","Trump",50,70,30,60,50,50,50,60,50,50,"Favor",1,"Decreased a little","Neutral","Neutral","Neutral","Moderately harder","Oppose","Neutral","Disapprove","Neutral","Approve","Neutral","Same"
"46",200589,29,"No","No","No","No","Yes",NA,NA,"Yes","Trump",0,85,0,85,50,20,50,99,90,0,"Favor",1,"Decreased a lot","Oppose","Neutral","Neutral","Same","Neutral","Approve","Neutral","Disapprove","Neutral","Neutral","Raised"
"47",200596,42,"No","No","Yes","Yes","Yes",NA,1,"Yes","Biden",100,0,100,30,100,70,60,85,85,60,"Favor",2,"Same","Favor","Neutral","Agree Strongly","A great deal harder","Favor","Approve","Approve","Approve","Approve","Approve","Raised"
"48",200602,27,"Yes","No","Yes","Yes","No",NA,NA,"Yes","Biden",90,0,80,15,90,60,50,50,90,60,"Favor",2,"Increased a litte","Favor","Favor a great deal","Agree somewhat","Same","Favor","Approve","Approve","Approve","Approve","Approve","Raised"
"49",200626,6,"No","No","No","No","No",NA,2,"Yes","Trump",20,95,50,95,70,80,70,70,60,20,"Favor",1,"Same","Neutral","Neutral","Disagree strongly","Moderately harder","Favor","Disapprove","Disapprove","Approve","Approve","Approve","Lowered"
"50",200633,29,"No","No","Yes","Yes","No",NA,NA,"Yes","Biden",85,0,70,15,100,85,60,85,85,70,"Favor",2,"Increased a litte","Favor","Oppose a little","Agree somewhat","Same","Favor","Approve","Approve","Approve","Approve","Approve","Raised"
"51",200640,48,"No","No","No","No","No",NA,NA,NA,NA,100,0,100,40,85,50,60,15,70,40,"Favor",1,"Same","Neutral","Oppose a moderate amount","Agree Strongly","Same","Favor","Disapprove","Approve","Approve","Approve","Disapprove","Raised"
"52",200671,51,"Yes","No","Yes","Yes","Yes",NA,NA,"Yes","Biden",90,0,90,0,100,30,30,40,100,90,"Favor",2,"Increased a lot","Favor","Favor a moderate amount","Agree Strongly","A great deal harder","Favor","Approve","Approve","Approve","Approve","Approve","Raised"
"53",200695,21,"No","No","No","No","No",1,2,"No",NA,0,100,0,0,0,60,30,100,0,15,"Neutral",2,"Decreased a lot","Oppose","Neutral","Neutral","Same","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Raised"
"54",200701,42,"No","No","No","No","Yes",NA,1,"Yes","Other",0,100,0,100,0,100,30,100,50,0,"Favor",1,"Same","Oppose","Oppose a great deal","Disagree strongly","Same","Oppose","Disapprove","Disapprove","Disapprove","Neutral","Disapprove","Same"
"55",200725,13,"No","No","No","No","No",NA,NA,"Yes","Biden",85,0,65,60,100,90,60,90,90,50,"Favor",1,"Decreased a little","Neutral","Neutral","Disagree strongly","Same","Favor","Neutral","Approve","Approve","Approve","Neutral","Same"
"56",200732,36,"Yes","No","No","No","No",NA,1,"Yes","Biden",85,0,90,0,95,60,50,60,90,70,"Favor",2,"Increased a litte","Favor","Favor a great deal","Agree somewhat","A little harder","Favor","Approve","Approve","Approve","Approve","Approve","Raised"
"57",200749,39,"No","No","No","No","No",NA,NA,"Yes","Biden",70,0,70,50,100,60,40,60,85,60,"Neutral",2,"Decreased a little","Neutral","Favor a moderate amount","Disagree Somewhat","A little harder","Favor","Neutral","Approve","Approve","Approve","Neutral","Eliminated"
"58",200756,48,"No","No","Yes","Yes","No",NA,NA,"Yes","Trump",0,100,NA,85,40,60,60,85,50,0,"Neutral",1,"Decreased a little","Neutral","Neutral","Disagree Somewhat","A great deal harder","Neutral","Disapprove","Neutral","Approve","Neutral","Neutral","Same"
"59",200763,17,"No","No","No","No","No",1,NA,"Yes","Biden",40,30,40,40,85,85,30,60,85,70,"Favor",2,"Increased a litte","Favor","Favor a moderate amount","Agree Strongly","Moderately harder","Favor","Approve","Approve","Approve","Approve","Approve","Raised"
"60",200770,30,"No","No","Yes","No","No",NA,NA,"No",NA,75,35,75,35,50,50,50,50,75,75,"Favor",1,"Same","Favor","Favor a great deal","Neutral","A little harder","Oppose","Approve","Approve","Approve","Approve","Neutral","Same"
"61",200787,47,"Yes","Yes","Yes","Yes","No",NA,NA,"Yes","Biden",100,0,85,0,100,30,15,40,100,85,"Favor",2,"Increased a lot","Favor","Favor a great deal","Agree somewhat","A great deal harder","Favor","Approve","Approve","Approve","Approve","Approve","Raised"
"62",200794,22,"No","No","No","No","Yes",NA,1,"Yes","Biden",70,40,80,15,70,30,50,50,90,70,"Favor",1,"Increased a lot","Favor","Favor a great deal","Agree Strongly","Little easier","Favor","Approve","Approve","Approve","Approve","Approve","Raised"
"63",200800,34,"No","No","No","No","No",NA,4,"Yes","Biden",60,0,70,15,85,70,30,70,100,70,"Favor",2,"Same","Favor","Favor a moderate amount","Agree somewhat","A great deal harder","Favor","Neutral","Approve","Approve","Approve","Approve","Raised"
"64",200817,6,"No","No","Yes","No","No",NA,4,"Yes","Biden",100,0,100,0,100,85,30,70,100,60,"Favor",1,"Decreased a lot","Oppose","Favor a moderate amount","Disagree strongly","A little harder","Favor","Approve","Approve","Approve","Approve","Neutral","Raised"
"65",200824,6,"No","No","No","No","No",NA,4,"Yes","Biden",100,0,85,0,100,50,40,85,100,85,"Favor",1,"Same","Favor","Favor a moderate amount","Agree Strongly","Moderately harder","Favor","Approve","Approve","Approve","Approve","Approve","Raised"
"66",200831,6,"No","No","Yes","Yes","Yes",NA,1,"Yes","Trump",40,0,85,0,100,15,30,15,100,100,"Favor",2,"Increased a lot","Favor","Favor a great deal","Agree Strongly","A little harder","Favor","Approve","Approve","Approve","Approve","Disapprove","Raised"
"67",200855,8,"No","No","Yes","No","Yes",NA,1,"Yes","Biden",75,0,95,20,90,65,40,45,90,70,"Favor",2,"Increased a lot","Favor","Favor a great deal","Agree Strongly","A great deal harder","Favor","Approve","Approve","Approve","Approve","Approve","Raised"
"68",200862,17,"No","No","No","No","No",NA,NA,"Yes","Biden",60,0,100,30,100,40,40,40,70,100,"Neutral",2,"Same","Favor","Favor a great deal","Agree Strongly","Moderately Easier","Favor","Approve","Neutral","Approve","Approve","Neutral","Raised"
"69",200879,6,"No","No","No","No","No",NA,1,"Yes","Biden",100,16,85,50,85,100,50,50,86,100,"Favor",2,"Same","Favor","Neutral","Agree Strongly","Same","Favor","Approve","Approve","Approve","Approve","Approve","Same"
"70",200886,27,"No","No","No","No","Yes",NA,NA,"Yes","Biden",70,0,70,0,100,40,30,85,85,15,"Favor",1,"Decreased a lot","Oppose","Favor a great deal","Disagree Somewhat","A great deal harder","Favor","Approve","Approve","Approve","Approve","Neutral","Same"
"71",200893,27,"No","No","No","No","No",NA,NA,NA,NA,100,0,100,40,100,100,40,100,100,50,"Favor",1,"Increased a litte","Favor","Favor a great deal","Agree somewhat","Moderately harder","Favor","Approve","Approve","Approve","Approve","Approve","Raised"
"72",200909,42,"No","No","No","No","No",NA,1,"Yes","Biden",70,0,70,40,80,60,40,85,70,50,"Neutral",2,"Decreased a little","Neutral","Neutral","Disagree Somewhat","A great deal harder","Favor","Neutral","Approve","Neutral","Approve","Neutral","Raised"
"73",200916,42,"No","No","Yes","No","No",NA,2,"Yes","Trump",15,85,0,85,60,85,60,100,85,0,"Favor",1,"Decreased a little","Oppose","Neutral","Disagree strongly","A great deal harder","Favor","Disapprove","Approve","Approve","Approve","Approve","Raised"
"74",200947,NA,"No","No","No","No","No",3,NA,"No",NA,50,50,50,50,85,50,50,50,85,50,"Neutral",1,"Increased a litte","Oppose","Oppose a great deal","Neutral","Moderately harder","Oppose","Neutral","Disapprove","Disapprove","Disapprove","Neutral","Same"
"75",200954,36,"No","No","No","No","No",NA,1,"No",NA,100,0,100,50,60,50,50,60,70,100,"Neutral",2,"Same","Oppose","Neutral","Agree Strongly","A great deal harder","Oppose","Approve","Disapprove","Neutral","Approve","Neutral","Raised"
"76",200985,42,"No","No","No","Yes","No",NA,1,"Yes","Biden",7,0,7,5,9,9,3,8,9,7,"Favor",1,"Increased a litte","Neutral","Favor a great deal","Agree Strongly","Moderately Easier","Favor","Approve","Approve","Approve","Approve","Approve","Raised"
"77",201001,12,"No","No","No","No","No",NA,4,"Yes","Trump",50,85,50,85,70,85,40,70,70,15,"Favor",1,"Increased a litte","Favor","Oppose a moderate amount","Agree somewhat","Same","Oppose","Neutral","Disapprove","Disapprove","Approve","Approve","Raised"
"78",201025,48,"Yes","No","No","No","No",NA,NA,"Yes","Biden",100,0,100,0,100,85,70,100,100,85,"Favor",1,"Increased a litte","Neutral","Neutral","Disagree Somewhat","Moderately Easier","Favor","Approve","Approve","Approve","Approve","Neutral","Raised"
"79",201032,40,"No","No","No","No","No",NA,1,"Yes","Trump",50,30,30,50,100,70,15,70,70,60,"Favor",2,"Same","Favor","Oppose a great deal","Agree somewhat","Same","Oppose","Disapprove","Approve","Neutral","Approve","Approve","Same"
"80",201063,4,"No","No","Yes","Yes","No",NA,2,"Yes","Trump",0,100,0,100,60,85,60,100,70,0,"Favor",1,"Decreased a little","Favor","Oppose a great deal","Disagree Somewhat","Moderately Easier","Favor","Disapprove","Disapprove","Disapprove","Approve","Approve","Same"
"81",201070,10,"No","No","No","No","No",NA,1,"Yes","Biden",100,0,100,0,100,40,70,60,90,80,"Favor",1,"Increased a litte","Favor","Favor a great deal","Agree Strongly","A great deal harder","Favor","Approve","Approve","Approve","Approve","Disapprove","Raised"
"82",201087,11,"No","No","No","No","No",NA,4,"No",NA,100,0,100,30,85,60,50,60,85,85,"Neutral",NA,"Same","Favor","Favor a great deal","Agree somewhat","Moderately Easier","Favor","Approve","Neutral","Approve","Approve","Neutral","Raised"
"83",201094,18,"Yes","No","No","Yes","Yes",NA,NA,"Yes","Biden",85,0,100,0,100,70,85,40,85,85,"Favor",1,"Same","Favor","Favor a great deal","Agree somewhat","A little harder","Favor","Approve","Approve","Approve","Approve","Approve","Raised"
"84",201100,32,"No","No","No","No","No",NA,1,"Yes","Biden",100,0,100,60,60,60,70,100,85,60,"Neutral",1,"Same","Oppose","Favor a moderate amount","Agree somewhat","Moderately harder","Favor","Approve","Approve","Approve","Approve","Disapprove","Raised"
"85",201117,12,"No","No","No","No","No",NA,4,"No",NA,90,10,90,20,50,50,60,65,80,80,"Neutral",1,"Decreased a little","Neutral","Favor a moderate amount","Neutral","A great deal harder","Favor","Approve","Neutral","Approve","Approve","Neutral","Same"
"86",201124,54,"No","No","No","No","No",NA,4,"Yes","Biden",60,0,85,0,85,40,30,15,100,70,"Favor",1,"Same","Favor","Favor a great deal","Agree somewhat","A little harder","Favor","Approve","Approve","Approve","Disapprove","Neutral","Raised"
"87",201131,25,"No","No","No","No","No",NA,2,"No",NA,60,100,50,100,85,100,50,100,85,0,"Favor",1,"Same","Neutral","Neutral","Disagree strongly","Same","Favor","Disapprove","Approve","Disapprove","Approve","Neutral","Same"
"88",201155,39,"No","No","No","No","No",NA,NA,"Yes","Trump",30,60,15,60,50,50,50,60,85,85,"Favor",2,"Decreased a little","Neutral","Oppose a moderate amount","Disagree strongly","Same","Neutral","Neutral","Approve","Neutral","Approve","Neutral","Lowered"
"89",201179,51,"No","No","No","No","No",NA,NA,"No",NA,50,60,15,100,100,85,60,70,100,30,"Favor",2,"Decreased a lot","Favor","Neutral","Disagree strongly","Same","Oppose","Disapprove","Approve","Neutral","Approve","Approve","Raised"
"90",201186,36,"No","No","No","No","No",NA,2,"Yes","Trump",15,100,15,85,15,50,50,100,85,0,"Neutral",2,"Same","Neutral","Oppose a moderate amount","Disagree Somewhat","Moderately Easier","Oppose","Neutral","Approve","Approve","Approve","Neutral","Lowered"
"91",201193,40,"Yes","No","Yes","No","No",NA,2,"Yes","Trump",0,100,0,100,0,100,85,100,50,0,"Neutral",1,"Increased a litte","Favor","Neutral","Neutral","Moderately harder","Neutral","Disapprove","Approve","Disapprove","Approve","Approve","Same"
"92",201209,39,"No","No","Yes","No","No",NA,NA,"Yes","Biden",70,0,85,30,85,50,60,70,85,60,"Neutral",2,"Increased a litte","Favor","Favor a little","Agree somewhat","A little harder","Favor","Approve","Approve","Approve","Approve","Approve","Raised"
"93",201216,15,"No","No","No","No","No",NA,NA,"Yes","Trump",0,70,0,85,50,70,0,70,85,0,"Favor",1,"Same","Oppose","Oppose a great deal","Disagree strongly","A great deal harder","Oppose","Neutral","Approve","Neutral","Approve","Disapprove","Same"
"94",201223,48,"Yes","No","No","Yes","No",NA,NA,"Yes","Trump",30,100,15,100,50,85,15,100,70,40,"Favor",1,"Increased a litte","Favor","Oppose a great deal","Agree somewhat","Moderately Easier","Neutral","Disapprove","Approve","Disapprove","Approve","Neutral","Same"
"95",201230,25,"No","No","Yes","No","No",NA,1,"Yes","Biden",85,0,85,0,100,30,15,60,100,85,"Favor",2,"Same","Neutral","Favor a great deal","Agree Strongly","Same","Favor","Approve","Approve","Approve","Approve","Approve","Same"
"96",201247,13,"No","No","No","Yes","No",NA,NA,"Yes","Biden",100,0,100,0,100,40,15,60,100,100,"Favor",1,"Increased a litte","Favor","Favor a great deal","Agree Strongly","A great deal harder","Favor","Approve","Approve","Approve","Approve","Neutral","Raised"
"97",201254,45,"No","No","Yes","Yes","No",NA,NA,"Yes","Biden",100,0,100,15,100,50,50,85,100,85,"Favor",2,"Increased a litte","Favor","Favor a great deal","Agree Strongly","A great deal harder","Favor","Approve","Approve","Approve","Approve","Approve","Raised"
"98",201261,53,"No","No","No","No","No",NA,NA,"Yes","Biden",60,40,60,50,70,70,40,70,70,60,"Favor",2,"Same","Favor","Neutral","Neutral","Same","Favor","Approve","Approve","Approve","Approve","Approve","Same"
"99",201278,42,"No","No","No","No","No",NA,1,"No",NA,100,0,40,0,100,70,50,0,100,0,"Neutral",1,"Decreased a lot","Oppose","Favor a great deal","Disagree strongly","A great deal harder","Favor","Approve","Approve","Neutral","Approve","Approve","Raised"
"100",201285,42,"No","No","No","No","No",NA,4,"No",NA,60,40,70,60,100,70,70,100,100,100,"Neutral",2,"Decreased a lot","Neutral","Neutral","Agree somewhat","Same","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Same"
"101",201292,6,"No","No","Yes","Yes","No",NA,1,"Yes","Biden",85,0,85,0,95,85,85,30,85,95,"Favor",1,"Increased a litte","Favor","Favor a great deal","Agree Strongly","Moderately harder","Favor","Approve","Approve","Approve","Approve","Neutral","Raised"
"102",201322,16,"No","No","No","No","No",NA,2,"Yes","Trump",0,85,0,85,0,50,40,100,60,0,"Favor",1,"Same","Favor","Oppose a moderate amount","Disagree strongly","Same","Favor","Disapprove","Approve","Neutral","Approve","Neutral","Same"
"103",201339,18,"No","No","Yes","No","No",NA,NA,"Yes","Trump",0,100,0,100,0,100,25,100,51,0,"Favor",1,"Same","Neutral","Oppose a great deal","Disagree strongly","Moderately Easier","Oppose","Disapprove","Approve","Disapprove","Approve","Approve","Same"
"104",201346,42,"No","No","Yes","No","No",NA,1,"Yes","Biden",100,0,100,0,100,60,50,85,85,85,"Neutral",2,"Same","Favor","Favor a great deal","Agree somewhat","Moderately harder","Favor","Approve","Approve","Approve","Approve","Disapprove","Raised"
"105",201353,24,"No","No","No","No","No",NA,2,"Yes","Trump",0,85,0,100,30,85,40,100,70,0,"Favor",2,"Same","Neutral","Oppose a great deal","Disagree strongly","Moderately Easier","Oppose","Disapprove","Approve","Neutral","Disapprove","Approve","Raised"
"106",201360,25,"No","No","No","Yes","No",NA,4,"Yes","Trump",0,100,0,100,85,60,70,85,70,40,"Favor",1,"Same","Neutral","Neutral","Neutral","Same","Neutral","Neutral","Approve","Approve","Approve","Approve","Raised"
"107",201377,20,"No","No","No","No","Yes",NA,4,"Yes","Trump",40,50,15,50,40,50,40,70,50,15,"Neutral",1,"Same","Neutral","Neutral","Disagree Somewhat","Same","Oppose","Disapprove","Neutral","Disapprove","Neutral","Neutral","Eliminated"
"108",201384,42,"No","No","No","No","No",NA,2,"Yes","Biden",95,0,88,0,99,30,50,50,70,50,"Favor",2,"Same","Favor","Favor a moderate amount","Agree somewhat","A great deal harder","Favor","Approve","Approve","Approve","Approve","Approve","Raised"
"109",201391,36,"No","No","No","No","No",NA,2,NA,NA,0,100,0,100,30,70,30,85,50,0,"Favor",1,"Same","Favor","Oppose a great deal",NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",201407,6,"No","No","No","No","No",NA,2,"Yes","Trump",0,85,15,100,70,70,60,70,85,15,"Favor",1,"Same","Favor","Oppose a great deal","Disagree strongly","A great deal harder","Oppose","Disapprove","Approve","Disapprove","Approve","Neutral","Eliminated"
